district,chamber,indicator,value,topic,type,format,order,topicOrder,pad,id
State House District 146,House,Cost-burdened households,4949,Households,table,",",4,21,146,620L500US09146
State House District 147,House,Cost-burdened households,2950,Households,table,",",4,21,147,620L500US09147
State House District 148,House,Cost-burdened households,5134,Households,table,",",4,21,148,620L500US09148
State House District 149,House,Cost-burdened households,2439,Households,table,",",4,21,149,620L500US09149
State House District 150,House,Cost-burdened households,3375,Households,table,",",4,21,150,620L500US09150
State House District 151,House,Cost-burdened households,2441,Households,table,",",4,21,151,620L500US09151
State Senate District 1,Senate,Cost-burdened households,16834,Households,table,",",4,21,001,610U500US09001
State Senate District 2,Senate,Cost-burdened households,15605,Households,table,",",4,21,002,610U500US09002
State Senate District 3,Senate,Cost-burdened households,14632,Households,table,",",4,21,003,610U500US09003
State Senate District 4,Senate,Cost-burdened households,12292,Households,table,",",4,21,004,610U500US09004
State Senate District 5,Senate,Cost-burdened households,11192,Households,table,",",4,21,005,610U500US09005
State Senate District 6,Senate,Cost-burdened households,14674,Households,table,",",4,21,006,610U500US09006
State Senate District 7,Senate,Cost-burdened households,10203,Households,table,",",4,21,007,610U500US09007
State Senate District 8,Senate,Cost-burdened households,11470,Households,table,",",4,21,008,610U500US09008
State Senate District 9,Senate,Cost-burdened households,13058,Households,table,",",4,21,009,610U500US09009
State Senate District 10,Senate,Cost-burdened households,18987,Households,table,",",4,21,010,610U500US09010
State Senate District 11,Senate,Cost-burdened households,17911,Households,table,",",4,21,011,610U500US09011
State Senate District 12,Senate,Cost-burdened households,12474,Households,table,",",4,21,012,610U500US09012
State Senate District 13,Senate,Cost-burdened households,12217,Households,table,",",4,21,013,610U500US09013
State Senate District 14,Senate,Cost-burdened households,14205,Households,table,",",4,21,014,610U500US09014
State Senate District 15,Senate,Cost-burdened households,17250,Households,table,",",4,21,015,610U500US09015
State Senate District 16,Senate,Cost-burdened households,11198,Households,table,",",4,21,016,610U500US09016
State Senate District 17,Senate,Cost-burdened households,14419,Households,table,",",4,21,017,610U500US09017
State Senate District 18,Senate,Cost-burdened households,13311,Households,table,",",4,21,018,610U500US09018
State Senate District 19,Senate,Cost-burdened households,11468,Households,table,",",4,21,019,610U500US09019
State Senate District 20,Senate,Cost-burdened households,13466,Households,table,",",4,21,020,610U500US09020
State Senate District 21,Senate,Cost-burdened households,14423,Households,table,",",4,21,021,610U500US09021
State Senate District 22,Senate,Cost-burdened households,14075,Households,table,",",4,21,022,610U500US09022
State Senate District 23,Senate,Cost-burdened households,18626,Households,table,",",4,21,023,610U500US09023
State Senate District 24,Senate,Cost-burdened households,14441,Households,table,",",4,21,024,610U500US09024
State Senate District 25,Senate,Cost-burdened households,15016,Households,table,",",4,21,025,610U500US09025
State Senate District 26,Senate,Cost-burdened households,12922,Households,table,",",4,21,026,610U500US09026
State Senate District 27,Senate,Cost-burdened households,18823,Households,table,",",4,21,027,610U500US09027
State Senate District 28,Senate,Cost-burdened households,12312,Households,table,",",4,21,028,610U500US09028
State Senate District 29,Senate,Cost-burdened households,12666,Households,table,",",4,21,029,610U500US09029
State Senate District 30,Senate,Cost-burdened households,13240,Households,table,",",4,21,030,610U500US09030
State Senate District 31,Senate,Cost-burdened households,13613,Households,table,",",4,21,031,610U500US09031
State Senate District 32,Senate,Cost-burdened households,12025,Households,table,",",4,21,032,610U500US09032
State Senate District 33,Senate,Cost-burdened households,12702,Households,table,",",4,21,033,610U500US09033
State Senate District 34,Senate,Cost-burdened households,12164,Households,table,",",4,21,034,610U500US09034
State Senate District 35,Senate,Cost-burdened households,12478,Households,table,",",4,21,035,610U500US09035
State Senate District 36,Senate,Cost-burdened households,11533,Households,table,",",4,21,036,610U500US09036
Connecticut,State,Cost-burdened households,497925,Households,table,",",4,21,,Connecticut
State House District 1,House,Cost-burden rate,0.474,Households,map,.0%,5,22,001,620L500US09001
State House District 2,House,Cost-burden rate,0.358,Households,map,.0%,5,22,002,620L500US09002
State House District 3,House,Cost-burden rate,0.566,Households,map,.0%,5,22,003,620L500US09003
State House District 4,House,Cost-burden rate,0.538,Households,map,.0%,5,22,004,620L500US09004
State House District 5,House,Cost-burden rate,0.449,Households,map,.0%,5,22,005,620L500US09005
State House District 6,House,Cost-burden rate,0.515,Households,map,.0%,5,22,006,620L500US09006
State House District 7,House,Cost-burden rate,0.467,Households,map,.0%,5,22,007,620L500US09007
State House District 8,House,Cost-burden rate,0.253,Households,map,.0%,5,22,008,620L500US09008
State House District 9,House,Cost-burden rate,0.346,Households,map,.0%,5,22,009,620L500US09009
State House District 10,House,Cost-burden rate,0.462,Households,map,.0%,5,22,010,620L500US09010
State House District 11,House,Cost-burden rate,0.386,Households,map,.0%,5,22,011,620L500US09011
State House District 12,House,Cost-burden rate,0.346,Households,map,.0%,5,22,012,620L500US09012
State House District 13,House,Cost-burden rate,0.322,Households,map,.0%,5,22,013,620L500US09013
State House District 14,House,Cost-burden rate,0.28,Households,map,.0%,5,22,014,620L500US09014
State House District 15,House,Cost-burden rate,0.353,Households,map,.0%,5,22,015,620L500US09015
State House District 16,House,Cost-burden rate,0.281,Households,map,.0%,5,22,016,620L500US09016
State House District 17,House,Cost-burden rate,0.258,Households,map,.0%,5,22,017,620L500US09017
State House District 18,House,Cost-burden rate,0.301,Households,map,.0%,5,22,018,620L500US09018
State House District 19,House,Cost-burden rate,0.27,Households,map,.0%,5,22,019,620L500US09019
State House District 20,House,Cost-burden rate,0.359,Households,map,.0%,5,22,020,620L500US09020
State House District 21,House,Cost-burden rate,0.272,Households,map,.0%,5,22,021,620L500US09021
State House District 22,House,Cost-burden rate,0.313,Households,map,.0%,5,22,022,620L500US09022
State House District 23,House,Cost-burden rate,0.358,Households,map,.0%,5,22,023,620L500US09023
State House District 24,House,Cost-burden rate,0.435,Households,map,.0%,5,22,024,620L500US09024
State House District 25,House,Cost-burden rate,0.498,Households,map,.0%,5,22,025,620L500US09025
State House District 26,House,Cost-burden rate,0.346,Households,map,.0%,5,22,026,620L500US09026
State House District 27,House,Cost-burden rate,0.272,Households,map,.0%,5,22,027,620L500US09027
State House District 28,House,Cost-burden rate,0.314,Households,map,.0%,5,22,028,620L500US09028
State House District 29,House,Cost-burden rate,0.29,Households,map,.0%,5,22,029,620L500US09029
State House District 30,House,Cost-burden rate,0.288,Households,map,.0%,5,22,030,620L500US09030
State House District 31,House,Cost-burden rate,0.253,Households,map,.0%,5,22,031,620L500US09031
State House District 32,House,Cost-burden rate,0.291,Households,map,.0%,5,22,032,620L500US09032
State House District 33,House,Cost-burden rate,0.323,Households,map,.0%,5,22,033,620L500US09033
State House District 34,House,Cost-burden rate,0.284,Households,map,.0%,5,22,034,620L500US09034
State House District 35,House,Cost-burden rate,0.376,Households,map,.0%,5,22,035,620L500US09035
State House District 36,House,Cost-burden rate,0.309,Households,map,.0%,5,22,036,620L500US09036
State House District 37,House,Cost-burden rate,0.288,Households,map,.0%,5,22,037,620L500US09037
State House District 38,House,Cost-burden rate,0.292,Households,map,.0%,5,22,038,620L500US09038
State House District 39,House,Cost-burden rate,0.521,Households,map,.0%,5,22,039,620L500US09039
State House District 40,House,Cost-burden rate,0.35,Households,map,.0%,5,22,040,620L500US09040
State House District 41,House,Cost-burden rate,0.383,Households,map,.0%,5,22,041,620L500US09041
State House District 42,House,Cost-burden rate,0.265,Households,map,.0%,5,22,042,620L500US09042
State House District 43,House,Cost-burden rate,0.314,Households,map,.0%,5,22,043,620L500US09043
State House District 44,House,Cost-burden rate,0.338,Households,map,.0%,5,22,044,620L500US09044
State House District 45,House,Cost-burden rate,0.304,Households,map,.0%,5,22,045,620L500US09045
State House District 46,House,Cost-burden rate,0.38,Households,map,.0%,5,22,046,620L500US09046
State House District 47,House,Cost-burden rate,0.29,Households,map,.0%,5,22,047,620L500US09047
State House District 48,House,Cost-burden rate,0.27,Households,map,.0%,5,22,048,620L500US09048
State House District 49,House,Cost-burden rate,0.466,Households,map,.0%,5,22,049,620L500US09049
State House District 50,House,Cost-burden rate,0.278,Households,map,.0%,5,22,050,620L500US09050
State House District 51,House,Cost-burden rate,0.308,Households,map,.0%,5,22,051,620L500US09051
State House District 52,House,Cost-burden rate,0.333,Households,map,.0%,5,22,052,620L500US09052
State House District 53,House,Cost-burden rate,0.281,Households,map,.0%,5,22,053,620L500US09053
State House District 54,House,Cost-burden rate,0.421,Households,map,.0%,5,22,054,620L500US09054
State House District 55,House,Cost-burden rate,0.265,Households,map,.0%,5,22,055,620L500US09055
State House District 56,House,Cost-burden rate,0.388,Households,map,.0%,5,22,056,620L500US09056
State House District 57,House,Cost-burden rate,0.319,Households,map,.0%,5,22,057,620L500US09057
State House District 58,House,Cost-burden rate,0.301,Households,map,.0%,5,22,058,620L500US09058
State House District 59,House,Cost-burden rate,0.233,Households,map,.0%,5,22,059,620L500US09059
State House District 60,House,Cost-burden rate,0.289,Households,map,.0%,5,22,060,620L500US09060
State House District 61,House,Cost-burden rate,0.291,Households,map,.0%,5,22,061,620L500US09061
State House District 62,House,Cost-burden rate,0.259,Households,map,.0%,5,22,062,620L500US09062
State House District 63,House,Cost-burden rate,0.356,Households,map,.0%,5,22,063,620L500US09063
State House District 64,House,Cost-burden rate,0.336,Households,map,.0%,5,22,064,620L500US09064
State House District 65,House,Cost-burden rate,0.384,Households,map,.0%,5,22,065,620L500US09065
State House District 66,House,Cost-burden rate,0.34,Households,map,.0%,5,22,066,620L500US09066
State House District 67,House,Cost-burden rate,0.358,Households,map,.0%,5,22,067,620L500US09067
